보행자작동신호기관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,보행자작동신호기관리번호,이력ID,위치정보,공사형태,MNG_AGEN,XGEO
29-0000001589,02-0000050702,0  ,-,-,209114.15748,549380.6215,-,001,001,-,5285823    ,-,-,29-001589,1782,-,-,-,
29-0000001593,02-0000050702,180,20130410,-,209101.43967,549379.72166,대한신호,001,002,000,5285828    ,001,-,29-001593,1786,-,001,-,
29-0000001594,02-0000050881,0  ,20140615,-,205621.62972,548575.07074,대한신호,001,001,000,5213862    ,001,-,29-001594,1787,-,-,-,
29-0000001595,02-0000050881,180,20140615,-,205613.5761,548556.08214,대한신호,001,001,000,5213868    ,001,-,29-001595,1788,-,003,-,
29-0000001601,02-0000015208,180,20100618,-,206378.23452,552968.73157,대한신호,001,002,001,5332442    ,001,-,29-001601,1794,-,-,-,
29-0000001611,02-0000180591,180,20140430,-,205290.27486,548426.3957,대한신호,001,001,000,5213234    ,001,-,29-001611,1804,-,003,-,
29-0000001612,02-0000173516,180,20130430,-,202195.78797,550440.40101,대한신호,001,002,000,4257034    ,001,-,29-001612,1805,-,-,-,
29-0000001628,02-0000180598,180,20130830,-,207951.79375,556068.43381,대한신호,001,002,001,5368566    ,001,-,29-001628,1821,-,-,-,
29-0000001641,02-0000091367,0  ,20100625,-,201128.99717,558235.90396,대한신호,001,002,000,4422993    ,001,-,29-001641,1834,-,-,-,
29-0000001644,02-0000161658,0  ,20141102,-,201775.47967,557294.71561,대한신호,001,002,000,4441102    ,001,-,29-001644,1837,-,-,-,
29-0000001655,02-0000157707,0  ,20090101,-,202673.97506,558352.2427,(주)태경엔지니어링,001,002,000,4453922    ,001,-,29-001655,1848,-,-,-,
29-0000001656,02-0000088625,0  ,20090101,-,203893.99638,558681.26733,(주)세인시스템,001,002,000,4483481    ,001,-,29-001656,1849,-,-,-,
29-0000001665,02-0000158702,0  ,20090101,-,200574.18451,560667.1806,(주)서돌전자통신,001,002,000,4417782    ,001,-,29-001665,1858,-,-,-,
29-0000001670,02-0000089990,0  ,20090101,-,205872.7615,562913.21755,서돌전자통신,001,002,000,5522331    ,001,-,29-001670,1863,-,-,-,
29-0000001677,02-0000157956,0  ,20120101,-,205225.25167,562783.91542,대한신호,001,002,000,5512002    ,001,-,29-001677,1870,-,001,-,
29-0000001678,02-0000085626,0  ,20090501,-,206777.16963,563080.69232,서돌전자통신,001,002,000,5542262    ,001,-,29-001678,1871,-,-,-,
29-0000001100,02-0000176322,180,20130401,20130401,199375.692,550028.72748,1,001,001,000,3296352    ,001,-,29-001100,1293,-,001,-,
29-0000001134,02-0000140377,180,20130825,-,186405.98685,545675.78089,-,006,001,001,1137482    ,001,2013-0101-066,29-001134,1327,-,001,-,
29-0000001120,02-0000034605,180,20130725,-,189876.2835,548871.59972,-,006,001,000,2204321    ,001,2013-0101-021,29-001120,1313,-,001,-,
29-0000000279,02-0000134211,90 ,20140205,20140205,193303.93805,556128.10573,대한신호(주),001,001,000,-,001,2013-0101-149,29-000279,894,1,003,-,
29-0000000202,02-0000013744,270,20130716,20130716,190729.94785,551905.677,-,001,002,001,2320031    ,001,2013-0101-099,29-000202,139,1,001,-,
29-0000001323,02-0000167743,180,-,-,192284.00294,549583.16915,-,001,002,000,2255263    ,001,-,29-001323,1516,-,-,-,
29-0000001356,02-0000172835,180,20140814,20140814,209962.76771,549503.67908,-,001,002,000,6205551    ,001,-,29-001356,1549,-,001,-,
29-0000001422,02-0000119384,180,20150312,20150312,192238.94694,546876.21183,-,001,001,000,2250123    ,001,-,29-001422,1615,-,003,-,
29-0000001442,02-0000172547,180,-,-,193774.21963,539902.17002,대한신호,001,002,000,2086231    ,001,-,29-001442,1635,-,-,-,
29-0000001440,02-0000161640,180,-,-,196328.39262,541398.85998,대한신호,001,002,000,3039321    ,001,-,29-001440,1633,-,-,-,
29-0000001482,02-0000037440,180,-,-,203699.70294,546288.87539,대한신호,001,002,000,4189003    ,001,-,29-001482,1675,-,-,-,
29-0000001485,02-0000180356,180,-,-,203075.49722,548370.28848,대한신호,001,002,000,4263724    ,001,-,29-001485,1678,-,001,-,
29-0000001567,02-0000003302,180,20110601,-,193430.42629,553718.58754,대한신호,001,002,000,2373592    ,001,-,29-001567,1760,-,-,-,
29-0000001613,02-0000056476,180,20130430,-,202182.17407,550424.22817,대한신호,001,002,000,4257033    ,001,-,29-001613,1806,-,-,-,
29-0000001632,02-0000082632,180,20130830,-,208076.63977,556146.87313,대한신호,001,002,000,5368774    ,001,-,29-001632,1825,-,001,-,
29-0000001634,02-0000118703,180,20120601,-,188214.15607,552963.25751,대한신호,001,001,000,1372043    ,001,-,29-001634,1827,-,003,-,
29-0000001639,02-0000161661,0  ,20100625,-,201653.62752,557410.71783,대한신호,001,002,000,4431934    ,001,-,29-001639,1832,-,-,-,
29-0000001640,02-0000091337,0  ,20100625,-,201144.72196,558246.8099,대한신호,001,002,000,4422994    ,001,-,29-001640,1833,-,-,-,
29-0000001163,02-0000157837,0  ,20131209,20131209,198493.64878,552281.63231,-,001,001,000,3371601    ,001,-,29-001163,1356,-,006,-,
29-0000001178,02-0000160713,180,-,-,194645.44971,544960.02718,-,001,001,000,2196943    ,001,-,29-001178,1371,-,003,-,
29-0000001272,02-0000060364,180,-,-,191860.45707,547673.00597,-,001,002,000,2241381    ,001,-,29-001272,1465,-,-,-,
29-0000001342,02-0000098960,180,-,-,204257.67442,546994.04655,-,001,001,000,4290141    ,001,-,29-001342,1535,-,-,-,
29-0000001438,02-0000180272,180,-,-,196115.81732,549583.15228,대한신호(주),001,001,000,3225861    ,001,2014-0101-031,29-001438,1631,-,004,-,
29-0000000200,02-0000156607,270,-,-,196120.3203,549557.77289,-,006,001,000,-,001,2014-0101-031,29-000200,1042,1,003,-,
29-0000000199,02-0000156605,90 ,-,-,196105.11302,549575.97029,-,006,001,000,-,001,2014-0101-031,29-000199,1041,1,003,-,
29-0000001435,02-0000002139,180,-,-,194262.63309,554111.48805,대한신호(주),001,002,001,2394173    ,001,2014-0101-031,29-001435,1628,-,004,-,
29-0000001005,02-0000002139,45 ,-,-,194260.27099,554118.63995,대한신호,006,001,001,-,001,2014-0101-031,29-001005,26,1,003,-,
29-0000001434,02-0000180264,180,-,-,201114.16097,548708.3903,대한신호(주),001,002,000,4223895    ,001,2014-0101-031,29-001434,1627,-,004,-,
29-0000000809,02-0000051423,0  ,-,-,201114.09911,548705.9251,대한,006,001,000,-,001,2014-0101-031,29-000809,274,1,003,-,
29-0000000810,02-0000050932,0  ,-,-,201096.45839,548698.76571,대한,006,001,000,-,001,2014-0101-031,29-000810,273,1,003,-,
29-0000001547,02-0000172667,0  ,20100625,-,188703.58373,547628.6286,대한신호㈜,001,001,000,1281071    ,001,-,29-001547,1740,-,-,-,
29-0000001548,02-0000172669,0  ,20100625,-,188719.68159,547620.16631,대한신호㈜,001,001,000,1281072    ,001,-,29-001548,1741,-,-,-,
29-0000001538,02-0000040743,180,20080101,20101020,207019.85786,543807.81295,-,006,001,000,5144611    ,001,2013-1101-018,29-001538,1731,-,004,-,
29-0000001556,02-0000171631,180,20120501,-,192250.72179,550280.54165,대한신호,001,001,000,2257102    ,001,-,29-001556,1749,-,-,-,
29-0000001568,02-0000003301,180,20110601,-,193407.52898,553709.81405,대한신호,001,002,000,2373492    ,001,-,29-001568,1761,-,-,-,
29-0000001569,02-0000003299,180,20110601,-,193344.96537,553830.09335,대한신호,001,002,001,2374313    ,001,-,29-001569,1762,-,-,-,
29-0000001577,02-0000134220,180,20140205,-,193430.78248,556000.31366,대한신호,001,001,000,2378551    ,001,-,29-001577,1770,-,-,-,
29-0000000195,02-0000158548,90 ,-,-,194469.98005,550248.0908,-,002,001,000,-,001,2000-0000-000,29-000195,1088,1,-,-,
29-0000000790,02-0000158548,90 ,-,-,194469.98005,550248.0908,ㅎ,002,001,000,-,001,2011-0101-027,29-000790,1089,1,-,-,
29-0000000195,02-0000158548,90 ,-,-,194469.98005,550248.0908,-,001,001,000,-,001,2000-0000-000,29-000195,1090,1,-,-,
29-0000000197,02-0000158552,90 ,-,-,194441.45293,550387.39651,-,001,001,000,-,001,2000-0000-000,29-000197,1091,1,003,-,
29-0000000198,02-0000158554,270,-,-,194462.59597,550399.75355,-,001,001,000,-,001,2000-0000-000,29-000198,1092,1,003,-,
29-0000000140,02-0000158574,45 ,-,-,195342.23608,554792.24118,대한신호,001,002,001,3316301    ,001,2010-0101-049,29-000140,1093,1,-,-,
29-0000000139,02-0000158575,45 ,-,-,195330.78506,554815.68654,대한신호,001,001,001,-,001,2010-0101-049,29-000139,1094,1,-,-,
29-0000000528,02-0000158609,90 ,-,-,207319.91498,563643.49485,-,001,001,000,5553273    ,001,2000-0000-000,29-000528,1095,1,003,-,
29-0000000532,02-0000158613,90 ,-,-,207238.39276,563525.43938,-,001,001,000,5553154    ,001,2000-0000-000,29-000532,1097,1,003,-,
29-0000000931,02-0000158664,0  ,-,-,204986.59155,551593.66702,0,001,001,000,-,001,2011-0101-084,29-000931,1098,1,-,-,
29-0000000251,02-0000159444,90 ,-,-,195784.08378,547919.09675,-,001,002,000,3222231    ,001,2000-0000-000,29-000251,1099,1,-,-,
29-0000000252,02-0000159445,90 ,-,-,195789.08542,547907.96304,-,001,002,000,3222232    ,001,2000-0000-000,29-000252,1100,1,-,-,
29-0000000337,02-0000159688,90 ,-,-,195768.11903,545043.43908,-,001,002,000,3126151    ,001,2000-0000-000,29-000337,1102,1,-,-,
29-0000000912,02-0000159965,0  ,20130701,-,206587.05859,546526.18331,대한신호,001,002,001,-,001,2011-0101-115,29-000912,1103,1,-,-,
29-0000000911,02-0000159967,0  ,20130701,-,206601.5311,546541.69064,대한신호,001,002,001,-,001,2011-0101-115,29-000911,1104,1,-,-,
29-0000000046,02-0000160698,0  ,-,-,202189.94362,560923.42036,-,004,001,000,-,001,2000-0000-000,29-000046,1109,1,-,-,
29-0000000410,02-0000160710,90 ,-,-,203020.17745,560746.55493,-,001,001,000,-,001,2000-0000-000,29-000410,1111,1,-,-,
29-0000000169,02-0000160725,90 ,-,-,215095.4747,551121.26738,-,002,001,000,-,001,2000-0000-000,29-000169,1112,1,-,-,
29-0000000169,02-0000160725,90 ,-,-,215095.4747,551121.26738,-,001,001,000,-,001,2000-0000-000,29-000169,1113,1,-,-,
29-0000000932,02-0000160841,0  ,-,-,205021.13305,551615.81063,대한신호,001,001,000,-,001,2011-0101-084,29-000932,1114,1,-,-,
29-0000000851,02-0000160948,180,-,-,204318.78445,564163.38063,대한신호,001,002,000,4594281    ,001,2011-0101-107,29-000851,1115,1,-,-,
29-0000000658,02-0000160966,90 ,-,-,205745.67406,552374.0823,-,002,001,000,-,001,2000-0000-000,29-000658,1117,1,-,-,
29-0000000658,02-0000160966,90 ,-,-,205745.67406,552374.0823,-,001,001,000,-,001,2000-0000-000,29-000658,1118,1,-,-,
29-0000000884,02-0000160966,90 ,-,-,205745.67406,552374.0823,대한신호,002,001,000,-,001,2012-0101-012,29-000884,1120,1,-,-,
29-0000000658,02-0000160966,90 ,-,-,205745.67406,552374.0823,-,004,001,000,-,001,2000-0000-000,29-000658,1121,1,-,-,
29-0000000659,02-0000160968,90 ,-,-,205760.37938,552356.73518,-,001,001,000,-,001,2000-0000-000,29-000659,1122,1,-,-,
29-0000000659,02-0000160968,90 ,-,-,205760.37938,552356.73518,-,002,001,000,-,001,2000-0000-000,29-000659,1124,1,-,-,
29-0000000886,02-0000160968,90 ,-,-,205760.37938,552356.73518,대한신호,002,001,000,-,001,2012-0101-012,29-000886,1125,1,-,-,
29-0000000646,02-0000160969,90 ,-,-,205654.85805,552220.13594,-,001,002,001,5310992    ,001,2000-0000-000,29-000646,1126,1,-,-,
29-0000000061,02-0000160992,90 ,-,-,202430.98125,562347.61425,-,001,002,000,4551512    ,001,2000-0000-000,29-000061,1127,1,-,-,
29-0000000061,02-0000160992,0  ,-,-,202433.26041,562352.65347,-,004,001,000,-,001,2000-0000-000,29-000061,1128,1,-,-,
29-0000000059,02-0000160993,90 ,-,-,202453.39865,562283.58839,-,001,002,000,4551502    ,001,2000-0000-000,29-000059,1129,1,-,-,
29-0000000059,02-0000160993,0  ,-,-,202451.47853,562287.54781,-,004,001,000,-,001,2000-0000-000,29-000059,1130,1,-,-,
29-0000000764,02-0000161091,90 ,-,-,184875.8702,544771.1853,-,001,001,000,1106303    ,001,2000-0000-000,29-000764,1132,1,003,-,
29-0000000310,02-0000161116,90 ,-,-,193591.43132,543964.71606,-,001,001,001,-,001,2000-0000-000,29-000310,1133,1,-,-,
29-0000000309,02-0000161119,90 ,-,-,193571.06261,543976.45844,-,004,001,000,-,001,2000-0000-000,29-000309,1134,1,-,-,
29-0000000309,02-0000161119,90 ,-,-,193571.06261,543976.45844,-,001,001,001,-,001,2000-0000-000,29-000309,1135,1,-,-,
29-0000000111,02-0000161233,90 ,-,-,206882.03227,550501.65817,대한신호,001,001,000,-,001,2010-0101-011,29-000111,1136,1,-,-,
29-0000000111,02-0000161233,90 ,-,-,206882.03227,550501.65817,-,002,001,000,-,001,2010-0101-011,29-000111,1137,1,-,-,
29-0000001059,02-0000161233,90 ,-,-,206882.03227,550501.65817,대한신호,002,001,000,-,001,2012-0101-112,29-001059,1138,1,-,-,
29-0000000112,02-0000161236,90 ,-,-,207465.57084,549263.07259,대한신호,001,001,001,-,001,2010-0101-022,29-000112,1139,1,-,-,
29-0000000113,02-0000161239,90 ,-,-,207446.60535,549269.07978,대한신호,001,001,001,-,001,2010-0101-022,29-000113,1140,1,-,-,
29-0000000114,02-0000161241,90 ,-,-,207394.47169,549048.77,대한신호,001,001,001,-,001,2010-0101-022,29-000114,1141,1,-,-,
29-0000000115,02-0000161242,90 ,-,-,207373.00726,549046.58162,대한신호,001,001,001,-,001,2010-0101-022,29-000115,1142,1,-,-,
29-0000001093,02-0000161317,0  ,-,-,204684.77655,565368.17229,대한신호,001,001,000,-,001,2012-0101-017,29-001093,1143,1,-,-,
29-0000001094,02-0000161320,0  ,-,-,204705.18617,565358.06919,대한신호,001,001,000,-,001,2012-0101-017,29-001094,1144,1,-,-,
29-0000000953,02-0000161474,0  ,-,-,203982.85609,552623.10855,대한신호,001,002,001,-,001,2011-0101-084,29-000953,1145,1,-,-,
29-0000000952,02-0000161475,0  ,-,-,204005.72528,552617.60262,대한신호,001,002,001,-,001,2011-0101-084,29-000952,1146,1,-,-,
29-0000000503,02-0000161650,90 ,-,-,197478.53908,552236.55194,-,001,001,000,-,001,2000-0000-000,29-000503,1147,1,-,-,
29-0000000527,02-0000161651,90 ,-,-,201855.06161,557243.08606,-,001,002,000,4440391    ,001,2000-0000-000,29-000527,1148,1,-,-,
29-0000000525,02-0000161653,90 ,-,-,201836.31858,557260.29559,-,001,002,000,4441301    ,001,2000-0000-000,29-000525,1149,1,-,-,
29-0000000460,02-0000161666,90 ,-,-,201630.18093,557807.5383,-,001,002,000,4432811    ,001,2000-0000-000,29-000460,1150,1,-,-,
29-0000000637,02-0000161830,90 ,-,-,202491.23049,553051.49137,-,002,001,000,-,001,2000-0000-000,29-000637,1151,1,-,-,
29-0000000975,02-0000161830,90 ,-,-,202491.23049,553051.49137,대한신호,002,001,000,-,001,2011-1101-022,29-000975,1152,1,-,-,
29-0000000637,02-0000161830,90 ,-,-,202491.23049,553051.49137,-,001,001,000,-,001,2000-0000-000,29-000637,1153,1,-,-,
29-0000000136,02-0000162008,0  ,-,-,194067.14922,546410.97688,-,001,001,000,2189733    ,001,2010-0101-105,29-000136,1154,1,003,-,
29-0000000135,02-0000162010,0  ,-,-,194070.08122,546427.71963,-,001,001,000,2189734    ,001,2010-0101-105,29-000135,1155,1,003,-,
29-0000000001,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,004,001,000,-,001,2000-0000-000,29-000001,1156,1,-,-,
29-0000000002,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,004,001,000,-,001,2000-0000-000,29-000002,1157,1,-,-,
29-0000000001,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,004,001,000,-,001,2000-0000-000,29-000001,1158,1,-,-,
29-0000000002,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,002,001,001,-,001,2000-0000-000,29-000002,1159,1,-,-,
29-0000000001,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,002,001,001,-,001,2000-0000-000,29-000001,1160,1,-,-,
29-0000000001,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,004,001,000,-,001,2000-0000-000,29-000001,1161,1,-,-,
29-0000000001,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,002,001,001,-,001,2000-0000-000,29-000001,1162,1,-,-,
29-0000000002,02-0000162102,0  ,-,-,192304.7565,548293.31251,-,002,001,001,-,001,2000-0000-000,29-000002,1163,1,-,-,
29-0000000004,02-0000162103,0  ,-,-,200129.19072,547067.93824,-,002,001,000,-,001,2000-0000-000,29-000004,1164,1,-,-,
29-0000001616,02-0000175481,180,20130430,-,202284.63831,549982.9666,대한신호,001,002,000,4256245    ,001,-,29-001616,1809,-,-,-,
29-0000001631,02-0000082608,180,20130830,-,207985.35048,556074.32405,대한신호,001,002,001,5368663    ,001,-,29-001631,1824,-,-,-,
29-0000001115,02-0000112227,180,20130723,20130723,190087.81647,548217.23982,-,001,001,000,2202893    ,001,2013-0101-021,29-001115,1308,-,003,-,
29-0000000544,02-0000012406,90 ,20140912,20140912,197908.92002,553798.12635,-,001,002,001,3364511    ,001,2014-0101-083,29-000544,130,1,001,-,
29-0000001481,02-0000037440,0  ,-,-,203699.46298,546289.35531,대한신호,001,001,000,4189001    ,001,-,29-001481,1674,-,-,-,
29-0000001662,02-0000161989,0  ,20111010,-,202884.36261,557878.35518,대한신호,001,002,000,4462422    ,001,-,29-001662,1855,-,-,-,
29-0000001671,02-0000089992,0  ,20090101,-,205850.96275,562908.53741,서돌전자통신,001,002,000,5522332    ,001,-,29-001671,1864,-,-,-,
29-0000001676,02-0000157954,0  ,20120101,-,205211.64339,562801.35367,대한신호,001,002,000,5512012    ,001,-,29-001676,1869,-,001,-,
29-0000000726,02-0000059478,90 ,-,20130321,188529.28236,547655.17114,대한신호,006,001,000,1271682    ,001,2013-0101-053,29-000726,337,1,003,-,
29-0000001123,02-0000150780,180,20130725,-,184643.55924,550660.06446,-,001,001,000,0297989    ,001,2013-0101-021,29-001123,1316,-,003,-,
29-0000000825,02-0000134220,90 ,20140205,20140205,193429.34273,556000.07745,대한신호(주),001,001,000,-,001,2013-0101-149,29-000825,897,1,003,-,
29-0000001270,02-0000063347,180,-,-,192123.2231,547090.68805,-,001,001,000,2240865    ,001,-,29-001270,1463,-,003,-,
29-0000001121,02-0000015474,180,20130725,-,189900.08534,548889.76722,-,006,001,000,2204421    ,001,2013-0101-021,29-001121,1314,-,001,-,
29-0000001147,02-0000177296,180,20131115,20131115,192325.57578,554885.99978,-,006,002,001,2356221    ,001,2013-0101-023,29-001147,1340,-,004,-,
29-0000001704,02-0000168093,180,20111228,-,200547.19103,554455.8513,대한신호(주),001,002,001,4315742    ,001,-,29-001704,1897,-,-,-,
29-0000001705,02-0000168094,180,20111228,-,200563.89816,554443.97334,대한신호(주),001,002,001,4315732    ,001,-,29-001705,1898,-,-,-,
29-0000001706,02-0000075787,180,20110919,-,203399.69269,555145.01083,대한신호(주),001,002,000,4376474    ,001,-,29-001706,1899,-,-,-,
29-0000001707,02-0000075786,180,20110919,-,203382.83371,555145.83007,대한신호(주),001,002,000,4376473    ,001,-,29-001707,1900,-,-,-,
29-0000001708,02-0000076830,180,20101001,20101001,202918.92791,556628.22373,서돌전자통신,001,002,000,4369473    ,001,-,29-001708,1901,-,001,-,
29-0000001709,02-0000076831,180,20100101,20100101,202905.73768,556617.44903,서돌전자통신,001,002,000,4369474    ,001,-,29-001709,1902,-,001,-,
29-0000001711,02-0000179132,180,20120201,-,201054.12255,555733.12713,대한신호(주),001,002,000,4327792    ,001,-,29-001711,1904,-,-,-,
29-0000001712,02-0000077075,180,20111002,-,200470.75106,556930.28676,(주)서돌전자통신,001,002,000,4410532    ,001,-,29-001712,1905,-,001,-,
29-0000001713,02-0000180631,180,20111002,-,200479.37645,556915.28652,(수)서돌전자통신,001,002,000,4410632    ,001,-,29-001713,1906,-,001,-,
29-0000001714,02-0000074835,180,20140822,-,202135.53584,554991.69034,대한신호(주),001,002,000,4346941    ,001,-,29-001714,1907,-,-,-,
29-0000001715,02-0000175795,180,20111002,-,199658.47396,554891.65568,대한신호(주),001,002,000,3396923    ,001,-,29-001715,1908,-,-,-,
29-0000001716,02-0000175794,180,20111002,-,199638.81047,554887.1752,대한신호(주),001,002,000,3396922    ,001,-,29-001716,1909,-,-,-,
29-0000001717,02-0000010159,180,20100625,-,196937.38907,556133.25172,대한신호(주),001,002,000,3348571    ,001,-,29-001717,1910,-,-,-,
29-0000001718,02-0000010160,180,20100625,-,196932.96858,556159.37066,대한신호(주),001,002,000,3348582    ,001,-,29-001718,1911,-,-,-,
29-0000001719,02-0000012722,180,20100625,20190625,197368.4074,553823.74194,대한신호(주),001,001,000,3354313    ,001,-,29-001719,1912,-,003,-,
29-0000001720,02-0000012389,180,20100625,20190625,197388.82639,553835.12124,대한신호,001,001,000,3354412    ,001,-,29-001720,1913,-,003,-,
29-0000001721,02-0000012725,180,20100625,20190625,197396.92687,553785.32231,대한신호(주),001,001,000,3354403    ,001,-,29-001721,1914,-,003,-,
29-0000001722,02-0000012388,180,20100625,20190625,197375.34746,553789.1204,대한신호(주),001,001,000,3354303    ,001,-,29-001722,1915,-,003,-,
29-0000001724,02-0000000420,180,20080101,-,196506.31263,556246.65564,-,001,002,000,3338693    ,001,-,29-001724,1917,-,-,-,
29-0000001725,02-0000154317,180,20090101,-,197304.0966,556338.09022,서돌전자통신,001,002,000,3359211    ,001,-,29-001725,1918,-,-,-,
29-0000001726,02-0000154316,180,20090101,-,197306.35183,556313.26106,서돌전자통신,001,002,000,3359212    ,001,-,29-001726,1919,-,-,-,
29-0000001731,02-0000162161,180,20130101,-,198677.72523,554093.93733,대한신호(주),001,002,000,3384068    ,001,-,29-001731,1924,-,-,-,
